site_id,deployment_id,deployment_start,deployment_end,location_id,location_X,location_Y,view_quality,days,Xpl92,Ypl92,red_deer_f,red_deer_m,roe_deer,wild_boar,bison,moose
339,S22-B-254-900,2013-09-17 11:32:00,2013-10-01 09:52:00,B-254-900,23.62454,52.84609,Perfect,13,811272.16,563413.78,10,4,0,68,0,0
340,S22-B-255-733,2013-09-16 11:25:00,2013-10-01 09:58:00,B-255-733,23.63215,52.83929,Good,14,811832.86,562691.29,0,0,0,5,0,0
341,S22-B-256-788,2013-09-17 08:27:00,2013-10-01 07:33:00,B-256-788,23.69151,52.84678,Perfect,13,815772.09,563782.99,3,2,0,3,0,0
342,S23-B-257-918,2013-10-03 10:20:00,2013-10-14 08:13:00,B-257-918,23.68614,52.77032,Acceptable,10,815965.6,555264.34,0,0,0,2,0,0
343,S23-B-258-717,2013-10-03 07:53:00,2013-10-14 07:44:00,B-258-717,23.66613,52.76313,Perfect,10,814669.13,554377.68,2,0,0,5,0,0
344,S23-B-259-767,2013-10-03 08:25:00,2013-10-14 08:05:00,B-259-767,23.71928,52.77969,Good,10,818130.3,556451.64,0,0,0,0,7,0
345,S23-B-260-782,2013-10-03 09:00:00,2013-10-14 08:35:00,B-260-782,23.70683,52.77652,Perfect,10,817314.63,556044.38,0,0,0,2,2,0
346,S23-B-261-688,2013-10-03 09:45:00,2013-10-14 09:15:00,B-261-688,23.68736,52.77745,Perfect,10,815996.09,556061.88,6,2,0,14,4,0
347,S23-B-262-758,2013-10-03 10:17:00,2013-10-14 09:50:00,B-262-758,23.67132,52.77739,Perfect,10,814915.84,555984.78,1,3,0,2,0,0
348,S23-B-263-686,2013-10-03 11:19:00,2013-10-14 08:54:00,B-263-686,23.68819,52.81684,Perfect,10,815766.15,560441.93,4,0,0,5,1,0
349,S23-B-264-797,2013-10-03 08:57:00,2013-10-14 10:03:00,B-264-797,23.70738,52.78563,Perfect,11,817285.32,557058.96,2,0,0,4,14,0
350,S23-B-265-695,2013-10-03 09:41:00,2013-10-14 08:29:00,B-265-695,23.68844,52.78625,Perfect,10,816005,557044.35,5,2,0,17,0,0
351,S23-B-266-701,2013-10-03 10:45:00,2013-10-14 10:11:00,B-266-701,23.67078,52.78598,Perfect,10,814817.37,556936.8,2,2,0,2,0,0
352,S23-B-267-908,2013-10-03 12:30:00,2013-10-14 09:40:00,B-267-908,23.72325,52.79602,Perfect,10,818278.37,558283.54,0,1,0,3,1,0
353,S23-B-268-754,2013-10-03 11:33:00,2013-10-14 10:32:00,B-268-754,23.70469,52.79605,Acceptable,10,817028.24,558204.78,0,0,0,1,1,0
354,S23-B-269-909,2013-10-03 11:57:00,2013-10-14 09:18:00,B-269-909,23.71538,52.8082,Perfect,10,817659.46,559601.92,1,1,0,0,1,0
355,S23-B-270-930,2013-10-03 11:05:00,2013-10-14 09:32:00,B-270-930,23.67047,52.79597,Good,10,814724.27,558045.38,0,0,0,0,0,0
356,S23-B-271-734,2013-10-03 08:23:00,2013-10-14 11:40:00,B-271-734,23.72898,52.77614,Perfect,11,818809.76,556100.23,3,5,0,14,0,0
357,S23-B-272-794,2013-10-03 07:53:00,2013-10-14 07:23:00,B-272-794,23.70229,52.76574,Perfect,10,817087.19,554826.64,0,0,0,3,1,0
358,S23-B-273-772,2013-10-04 07:48:00,2013-10-15 07:09:00,B-273-772,23.76044,52.79572,Perfect,10,820785.09,558415.68,7,0,1,0,1,0
359,S23-B-274-922,2013-10-04 07:19:00,2013-10-15 14:38:00,B-274-922,23.75196,52.79197,Perfect,11,820241.6,557961.2,0,1,0,6,12,0
360,S23-B-275-673,2013-10-03 07:10:00,2013-10-14 07:07:00,B-275-673,23.78033,52.76374,Perfect,10,822361.16,554951.73,0,0,0,8,0,0
361,S23-B-276-921,2013-10-04 08:56:00,2013-10-15 07:52:00,B-276-921,23.78941,52.78384,Perfect,10,822824.1,557225.61,0,0,0,4,1,0
362,S23-B-277-929,2013-10-04 08:20:00,2013-10-15 07:32:00,B-277-929,23.78379,52.79359,Good,10,822373.34,558283.59,3,0,0,6,0,0
363,S23-B-278-708,2013-10-04 09:58:00,2013-10-15 13:06:00,B-278-708,23.79209,52.80545,Good,11,822844.32,559638.53,6,2,0,0,0,0
364,S23-B-279-924,2013-10-04 10:05:00,2013-10-15 12:34:00,B-279-924,23.80622,52.80441,Perfect,11,823803.4,559586.61,9,0,0,0,3,0
365,S23-B-280-760,2013-10-04 10:02:00,2013-10-15 08:13:00,B-280-760,23.79497,52.8181,Good,10,822944.31,561056.89,2,0,0,2,0,0
366,S23-B-282-700,2013-10-04 08:24:00,2013-10-15 13:41:00,B-282-700,23.77561,52.80248,Perfect,11,821756.72,559234.59,1,1,0,4,0,0
367,S23-B-284-733,2013-10-04 11:25:00,2013-10-13 07:06:00,B-284-733,23.85757,52.83501,Good,8,827030.52,563218.98,4,1,1,3,1,0
368,S23-B-285-706,2013-10-04 12:46:00,2013-10-15 09:30:00,B-285-706,23.88191,52.86122,Perfect,10,828469.88,566241.99,0,1,0,3,0,0
369,S23-B-286-783,2013-10-04 13:20:00,2013-10-15 10:04:00,B-286-783,23.88842,52.84672,Perfect,10,829017.43,564660.92,0,1,0,6,0,0
370,S23-B-287-741,2013-10-04 12:08:00,2013-10-15 10:30:00,B-287-741,23.86781,52.84885,Good,10,827615.11,564803.26,0,0,0,1,0,0
371,S23-B-289-927,2013-10-04 12:45:00,2013-10-15 07:50:00,B-289-927,23.91179,52.85929,Perfect,10,830493.65,566164.79,0,1,0,0,0,0
372,S23-B-291-926,2013-10-03 07:14:00,2013-10-14 07:12:00,B-291-926,23.7915,52.75986,Perfect,10,823142.7,554570.84,1,1,1,5,1,0
373,S23-B-292-788,2013-10-04 09:00:00,2013-10-15 15:18:00,B-292-788,23.79268,52.77694,Perfect,11,823095.56,556473.73,0,1,1,18,1,0
374,S23-B-294-730,2013-10-04 10:34:00,2013-10-15 08:34:00,B-294-730,23.81816,52.81064,Perfect,10,824560.83,560332.66,0,0,0,1,0,0
375,S24-B-295-929,2013-10-17 07:25:00,2013-10-28 08:55:00,B-295-929,23.81561,52.73752,Good,11,824934.11,552197.62,0,1,0,0,0,0
376,S24-B-296-921,2013-10-17 06:50:00,2013-10-28 08:50:00,B-296-921,23.79881,52.73298,Perfect,11,823834.94,551617.41,2,0,0,0,0,0
377,S24-B-297-767,2013-10-17 08:15:00,2013-10-28 09:25:00,B-297-767,23.79986,52.7527,Perfect,11,823759.33,553813.01,0,0,0,13,0,0
378,S24-B-298-794,2013-10-17 11:10:00,2013-10-28 10:47:00,B-298-794,23.80734,52.77321,Perfect,10,824110.98,556125.37,0,0,0,1,1,0
379,S24-B-299-772,2013-10-17 09:30:00,2013-10-28 10:23:00,B-299-772,23.7788,52.77932,Perfect,11,822142.83,556675.81,0,0,0,2,5,0
380,S24-B-300-900,2013-10-18 07:12:00,2013-10-28 12:06:00,B-300-900,23.80751,52.79198,Good,10,823982.77,558211.47,2,0,0,7,0,0
381,S24-B-301-734,2013-10-17 09:05:00,2013-10-28 09:59:00,B-301-734,23.75841,52.76371,Perfect,11,820884.13,554850.27,0,0,2,0,0,0
382,S24-B-302-000,2013-10-18 11:57:40,2013-10-29 08:55:00,B-302-000,23.85909,52.7971,Perfect,10,827418.04,559014.23,0,0,0,2,0,0
383,S24-B-304-741,2013-10-17 10:00:00,2013-10-28 10:43:00,B-304-741,23.80542,52.7805,Perfect,11,823927.4,556926.62,5,1,0,2,3,0
384,S24-B-305-733,2013-10-18 07:20:00,2013-10-28 11:20:00,B-305-733,23.69835,52.67665,Perfect,10,817468.97,544911.07,9,3,0,0,0,0
385,S24-B-306-797,2013-10-17 12:47:00,2013-10-28 11:54:00,B-306-797,23.71165,52.67286,Perfect,10,818394.71,544548.78,1,1,0,0,0,0
386,S24-B-307-717,2013-10-17 09:27:00,2013-10-28 13:33:00,B-307-717,23.68294,52.68214,Perfect,11,816388.59,545453.13,0,1,0,4,0,0
387,S24-B-308-788,2013-10-17 09:12:00,2013-10-28 11:18:00,B-308-788,23.69476,52.65885,Perfect,11,817355.67,542917.6,0,0,0,0,0,0
388,S24-B-309-918,2013-10-17 11:23:00,2013-10-29 15:57:00,B-309-918,23.70756,52.66692,Perfect,12,818161.71,543870.73,1,0,0,4,0,0
389,S24-B-310-730,2013-10-17 10:54:00,2013-10-28 10:50:00,B-310-730,23.70886,52.65446,Perfect,10,818340.17,542492.15,1,0,0,8,0,0
390,S24-B-311-909,2013-10-17 08:49:00,2013-10-28 11:54:00,B-311-909,23.68227,52.66401,Perfect,11,816474.54,543435.87,0,2,0,0,0,0
391,S24-B-312-908,2013-10-17 09:37:00,2013-10-28 13:23:00,B-312-908,23.69066,52.64743,Acceptable,11,817161.45,541630.72,0,0,0,0,0,0
392,S24-B-313-686,2013-10-17 10:35:00,2013-10-28 09:37:00,B-313-686,23.71921,52.63797,Acceptable,10,819159.68,540705.92,1,0,0,0,0,0
393,S24-B-315-782,2013-10-18 10:09:00,2013-10-29 11:35:00,B-315-782,23.89164,52.79026,Good,11,829661.71,558403.25,0,0,0,1,0,0
394,S24-B-317-706,2013-10-18 09:40:00,2013-10-29 11:01:00,B-317-706,23.91575,52.80032,Good,11,831208.91,559631.81,0,0,0,3,0,0
395,S24-B-318-924,2013-10-18 09:18:00,2013-10-29 11:15:00,B-318-924,23.92573,52.79162,Good,11,831947.24,558711.38,0,0,1,2,0,0
396,S24-B-319-708,2013-10-18 10:52:00,2013-10-29 10:29:00,B-319-708,23.87282,52.80096,Perfect,10,828313.48,559505.75,3,0,0,0,0,0
397,S24-B-320-673,2013-10-18 08:33:00,2013-10-29 12:14:00,B-320-673,23.90328,52.78226,Perfect,11,830506.36,557567.99,0,0,0,3,0,0
398,S24-B-321-927,2013-10-18 11:41:00,2013-10-29 09:37:00,B-321-927,23.85569,52.81509,Perfect,10,827053.84,560997.36,0,0,0,0,0,0
399,S24-B-322-700,2013-10-18 07:47:00,2013-10-28 12:28:00,B-322-700,23.83634,52.80088,Perfect,10,825857.77,559330.69,0,0,0,0,0,0
400,S24-B-323-926,2013-10-17 09:57:00,2013-10-28 10:12:00,B-323-926,23.69759,52.63187,Acceptable,11,817742.66,539932.53,0,0,0,0,0,0
401,S24-B-324-674,2013-10-18 08:55:00,2013-10-29 11:57:00,B-324-674,23.92988,52.77816,Perfect,11,832329.44,557235.25,0,0,0,3,0,1
402,S24-B-325-922,2013-10-18 11:05:00,2013-10-29 12:50:00,B-325-922,23.77668,52.68729,Perfect,11,822679.96,546441.77,1,0,0,2,0,0
403,S24-B-326-907,2013-10-18 11:55:00,2013-10-29 12:00:00,B-326-907,23.7617,52.68207,Good,11,821707.05,545794.72,0,0,0,0,0,0
404,S24-B-328-783,2013-10-18 09:50:00,2013-10-29 12:15:00,B-328-783,23.78308,52.6719,Perfect,11,823225.81,544760.69,0,0,0,1,0,0
405,S24-B-329-758,2013-10-18 07:50:00,2013-10-29 10:30:00,B-329-758,23.73535,52.66739,Perfect,11,820035.33,544046.22,1,0,0,2,0,0
406,S24-B-330-688,2013-10-18 10:15:00,2013-10-29 12:30:00,B-330-688,23.77874,52.67899,Perfect,11,822880.34,545528.89,0,0,0,1,0,0
407,S24-B-331-930,2013-10-18 12:35:00,2013-10-29 10:15:00,B-331-930,23.7452,52.68225,Perfect,10,820591.65,545741.04,1,1,0,0,0,0
408,S24-B-332-701,2013-10-18 09:30:00,2013-10-29 10:05:00,B-332-701,23.76349,52.65317,Perfect,11,822040.66,542591.94,0,0,0,0,0,0
409,S25-B-333-927,2013-10-30 11:23:00,2013-11-13 10:47:00,B-333-927,23.71223,52.7363,Perfect,13,817971.69,551599.69,2,0,0,0,2,0
410,S25-B-334-760,2013-10-30 11:48:00,2013-11-13 11:09:00,B-334-760,23.72065,52.74871,Perfect,13,818448.89,553015.75,7,3,0,1,0,0
411,S25-B-335-674,2013-10-30 09:03:00,2013-11-13 08:57:00,B-335-674,23.70368,52.75969,Acceptable,13,817224.9,554160.6,0,0,0,9,0,1
412,S25-B-336-782,2013-10-30 09:21:00,2013-11-13 09:12:00,B-336-782,23.67744,52.75955,Perfect,13,815457.3,554029.52,1,0,0,1,0,0
413,S25-B-337-700,2013-10-31 08:09:00,2013-11-14 07:57:00,B-337-700,23.65511,52.76616,Perfect,13,813904.6,554666.13,1,0,0,0,0,0
414,S25-B-338-929,2013-10-31 08:33:00,2013-11-14 08:38:00,B-338-929,23.64117,52.76663,Perfect,14,812961.77,554657.53,8,4,0,4,0,0
415,S25-B-339-706,2013-10-30 11:01:00,2013-11-13 09:45:00,B-339-706,23.65748,52.74819,Perfect,13,814193.8,552679.92,5,0,0,0,0,0
416,S25-B-340-734,2013-10-31 11:37:00,2013-11-14 09:36:00,B-340-734,23.62695,52.78362,Perfect,13,811881.8,556483.39,3,1,0,1,0,0
417,S25-B-341-754,2013-10-30 10:26:00,2013-11-13 10:02:00,B-341-754,23.67709,52.74409,Good,13,815545.57,552310.31,0,0,0,19,0,0
418,S25-B-342-708,2013-10-30 10:55:00,2013-11-13 10:21:00,B-342-708,23.68068,52.73492,Perfect,13,815854.02,551307.25,0,2,0,6,2,0
419,S25-B-343-921,2013-10-31 10:54:00,2013-11-14 09:49:00,B-343-921,23.63584,52.79151,Perfect,13,812424.07,557398.65,3,1,0,0,0,0
420,S25-B-344-741,2013-10-31 13:08:00,2013-11-14 10:48:00,B-344-741,23.63224,52.80057,Good,13,812116.64,558389.63,0,0,0,6,5,0
421,S25-B-345-900,2013-10-31 09:07:00,2013-11-14 08:20:00,B-345-900,23.65869,52.77829,Perfect,13,814058.41,556029.48,1,0,0,9,6,0
422,S25-B-346-767,2013-10-31 10:42:00,2013-11-14 08:54:00,B-346-767,23.64354,52.77772,Good,13,813041.8,555900.02,0,1,0,0,4,0
423,S25-B-347-798,2013-10-30 08:45:00,2013-11-13 08:41:00,B-347-798,23.72661,52.75903,Perfect,13,818775.23,554188.76,0,0,0,6,8,0
424,S25-B-348-673,2013-10-30 08:09:00,2013-11-13 07:58:00,B-348-673,23.74823,52.73929,Acceptable,13,820377.45,552091.76,9,3,0,0,0,0
425,S25-B-349-794,2013-10-31 11:34:00,2013-11-14 10:19:00,B-349-794,23.65953,52.80647,Perfect,13,813911.77,559164.1,0,1,0,0,0,0
426,S25-B-350-772,2013-10-31 11:10:00,2013-11-14 10:01:00,B-350-772,23.65438,52.79406,Good,13,813654.43,557762.78,1,1,0,4,0,0
427,S25-B-351-924,2013-10-30 09:40:00,2013-11-13 09:26:00,B-351-924,23.66435,52.75535,Perfect,13,814605.31,553505.49,0,0,4,2,0,0
428,S25-B-352-907,2013-10-31 10:25:00,2013-11-13 08:20:00,B-352-907,23.65742,52.6405,Perfect,12,814965.08,540714.78,3,0,0,3,0,0
429,S25-B-354-758,2013-10-31 09:40:00,2013-11-12 11:45:00,B-354-758,23.67865,52.62425,Perfect,12,816517.38,539002.48,10,1,0,0,0,0
430,S25-B-355-922,2013-10-31 08:45:00,2013-11-12 12:05:00,B-355-922,23.67136,52.61413,Perfect,12,816097.5,537846.08,3,1,0,3,0,0
431,S25-B-357-783,2013-10-31 14:15:00,2013-11-12 12:55:00,B-357-783,23.64883,52.61179,Acceptable,11,814590.64,537487.41,1,1,0,0,0,0
432,S25-B-358-701,2013-10-31 11:50:00,2013-11-12 13:50:00,B-358-701,23.64139,52.64237,Perfect,12,813868.25,540852.51,0,0,0,0,0,0
433,S25-B-359-930,2013-10-31 12:10:00,2013-11-12 13:15:00,B-359-930,23.64173,52.62957,Perfect,12,813983,539431.85,0,0,0,1,0,0
434,S25-B-360-686,2013-10-30 09:55:00,2013-11-12 09:50:00,B-360-686,23.59363,52.61854,Good,12,810809.45,537997.61,0,0,0,0,0,0
435,S25-B-362-695,2013-10-30 13:00:00,2013-11-13 11:25:00,B-362-695,23.60304,52.64423,Perfect,13,811263.14,540892.61,2,0,0,0,0,0
436,S25-B-363-688,2013-10-31 10:55:00,2013-11-12 14:05:00,B-363-688,23.64078,52.64719,Perfect,12,813792.47,541385.38,4,1,0,1,0,0
437,S25-B-364-926,2013-10-30 12:05:00,2013-11-13 09:40:00,B-364-926,23.62658,52.63366,Perfect,13,812929.57,539820.3,2,1,2,0,0,0
438,S25-B-365-909,2013-10-30 11:05:00,2013-11-13 10:45:00,B-365-909,23.59823,52.63039,Perfect,13,811036.36,539334.1,1,0,0,0,0,0
439,S25-B-366-730,2013-10-30 10:30:00,2013-11-13 10:10:00,B-366-730,23.57721,52.62299,Perfect,13,809667.63,538421.28,0,0,0,0,0,0
440,S25-B-367-717,2013-10-30 11:35:00,2013-11-13 11:00:00,B-367-717,23.58412,52.6381,Perfect,13,810027.88,540129.86,0,0,0,0,0,0
441,S25-B-368-733,2013-10-30 09:30:00,2013-11-12 09:30:00,B-368-733,23.58683,52.60931,Perfect,13,810414.99,536942.75,0,0,0,0,0,0
442,S25-B-369-908,2013-10-30 13:20:00,2013-11-13 11:10:00,B-369-908,23.59283,52.64939,Perfect,13,810536.51,541421.81,0,0,0,0,0,0
443,S25-B-370-797,2013-10-30 12:40:00,2013-11-13 09:15:00,B-370-797,23.63032,52.62216,Perfect,13,813264.63,538558.85,0,0,0,2,0,0
444,S26-B-371-706,2013-11-19 08:55:00,2013-12-02 09:53:00,B-371-706,23.78246,52.70991,Perfect,13,822902.92,548980.79,0,0,0,1,0,0
445,S26-B-373-924,2013-11-19 08:12:00,2013-12-02 11:22:00,B-373-924,23.76139,52.68813,Perfect,13,821641.52,546466.6,1,0,2,1,0,0
446,S26-B-374-798,2013-11-19 08:29:00,2013-12-02 10:33:00,B-374-798,23.76234,52.69581,Perfect,13,821649.11,547324.1,0,0,1,0,0,0
447,S26-B-375-674,2013-11-19 09:16:00,2013-12-02 10:09:00,B-375-674,23.76199,52.71047,Perfect,13,821517.55,548951.27,2,0,2,0,6,0
448,S26-B-376-673,2013-11-19 09:38:00,2013-12-02 09:39:00,B-376-673,23.76709,52.72318,Good,13,821767.99,550386.17,0,1,0,0,0,0
449,S26-B-378-760,2013-11-19 10:16:00,2013-12-02 09:12:00,B-378-760,23.76651,52.74517,Perfect,12,821566.74,552826.68,0,0,0,6,0,0
450,S26-B-379-708,2013-11-19 10:43:00,2013-12-02 08:50:00,B-379-708,23.77211,52.77028,Perfect,12,821758.9,555641.48,0,0,0,3,0,0
451,S26-B-380-754,2013-11-19 11:24:00,2013-12-02 08:24:00,B-380-754,23.78267,52.76615,Perfect,12,822501.02,555229.98,0,0,0,10,0,0
452,S26-B-381-734,2013-11-20 08:22:00,2013-12-03 07:45:00,B-381-734,23.7429,52.76008,Perfect,12,819865.49,554377.81,3,0,0,1,0,0
453,S26-B-382-741,2013-11-20 09:53:00,2013-12-03 07:59:00,B-382-741,23.75186,52.76711,Perfect,12,820417.7,555198.78,1,0,0,0,0,0
454,S26-B-383-900,2013-11-20 10:06:00,2013-12-03 08:16:00,B-383-900,23.74177,52.77586,Perfect,12,819673.54,556125.97,0,0,0,8,0,0
455,S26-B-384-767,2013-11-20 12:21:00,2013-12-03 11:05:00,B-384-767,23.75326,52.77889,Perfect,12,820425.39,556513.8,0,1,3,2,0,0
456,S26-B-385-929,2013-11-20 10:38:00,2013-12-03 08:42:00,B-385-929,23.73475,52.78549,Perfect,12,819130,557164.66,0,0,0,2,0,0
457,S26-B-386-772,2013-11-20 12:03:00,2013-12-03 10:47:00,B-386-772,23.76792,52.79063,Perfect,12,821326.39,557883.62,0,1,0,1,0,0
458,S26-B-387-794,2013-11-20 11:47:00,2013-12-03 10:30:00,B-387-794,23.76477,52.80547,Good,12,821004.77,559518.26,0,0,0,0,0,0
459,S26-B-388-921,2013-11-20 11:27:00,2013-12-03 10:07:00,B-388-921,23.75226,52.81351,Perfect,12,820103.33,560355.67,4,1,0,38,0,0
460,S26-B-389-700,2013-11-20 11:04:00,2013-12-03 09:21:00,B-389-700,23.74017,52.79865,Perfect,12,819398.53,558650.86,0,1,0,5,54,0
461,S26-B-390-733,2013-11-19 09:18:00,2013-12-02 12:10:00,B-390-733,23.69105,52.68776,Perfect,13,816895.44,546113.23,1,0,0,3,0,0
462,S26-B-392-686,2013-11-19 12:40:00,2013-12-02 10:15:00,B-392-686,23.6654,52.69612,Perfect,12,815103.44,546929.36,0,0,0,0,0,0
463,S26-B-393-688,2013-11-19 10:15:00,2013-12-02 11:00:00,B-393-688,23.66483,52.68286,Acceptable,13,815160.57,545453.62,1,0,0,0,0,0
464,S26-B-394-922,2013-11-19 11:00:00,2013-12-02 10:45:00,B-394-922,23.65738,52.6865,Perfect,12,814631.34,545825.42,1,0,0,2,0,0
465,S26-B-396-788,2013-11-20 10:05:00,2013-12-02 09:20:00,B-396-788,23.63713,52.69784,Good,11,813182.85,546996.97,4,0,0,5,0,0
466,S26-B-397-918,2013-11-20 08:05:00,2013-12-03 09:10:00,B-397-918,23.64957,52.67097,Perfect,13,814215.64,544065.82,1,0,0,1,0,0
467,S26-B-399-758,2013-11-19 13:10:00,2013-12-02 08:00:00,B-399-758,23.64892,52.70683,Perfect,12,813914.05,548047.21,0,0,0,24,4,0
468,S26-B-402-730,2013-11-20 10:50:00,2013-12-03 11:10:00,B-402-730,23.59583,52.70848,Perfect,13,810319.54,548000.09,0,0,0,0,0,0
469,S26-B-403-907,2013-11-20 13:00:00,2013-12-03 11:25:00,B-403-907,23.59214,52.70139,Perfect,12,810120.86,547196.42,2,0,0,10,0,0
470,S26-B-404-908,2013-11-20 11:15:00,2013-12-03 13:22:00,B-404-908,23.58518,52.71104,Good,13,809582.69,548238.62,0,1,0,1,0,0
471,S26-B-405-926,2013-11-20 14:05:00,2013-12-03 13:30:00,B-405-926,23.57481,52.70121,Perfect,12,808952.45,547101.83,0,0,0,0,0,0
472,S26-B-406-909,2013-11-20 13:45:00,2013-12-03 13:55:00,B-406-909,23.58342,52.69268,Good,13,809594.02,546191.1,0,0,0,1,0,0
473,S26-B-407-925,2013-11-20 12:10:00,2013-12-03 13:00:00,B-407-925,23.60809,52.68507,Perfect,13,811313.64,545452.06,0,0,0,0,0,0
474,S26-B-408-930,2013-11-20 13:40:00,2013-12-02 12:45:00,B-408-930,23.668,52.70197,Perfect,11,815236.72,547590.72,0,1,1,2,0,0
475,S27-B-409-686,2013-12-09 08:30:00,2013-12-19 11:00:00,B-409-686,23.85893,52.72526,Perfect,10,827947.41,551032.33,0,0,0,1,0,0
476,S27-B-412-733,2013-12-05 08:50:00,2013-12-19 09:45:00,B-412-733,23.83362,52.73792,Perfect,14,826145.58,552323.64,1,0,0,10,0,0
477,S27-B-413-930,2013-12-05 09:20:00,2013-12-19 10:15:00,B-413-930,23.83019,52.74772,Perfect,14,825841.06,553396.84,0,0,0,2,0,0
478,S27-B-416-922,2013-12-11 12:25:00,2013-12-19 10:55:00,B-416-922,23.872,52.74974,Perfect,7,828644.49,553811.67,0,0,0,4,0,0
479,S27-B-417-695,2013-12-11 09:15:00,2013-12-19 09:15:00,B-417-695,23.87164,52.73986,Good,8,828694.68,552712.39,0,0,0,1,0,0
480,S27-B-419-918,2013-12-11 11:00:00,2013-12-19 09:50:00,B-419-918,23.88629,52.74486,Perfect,7,829644.7,553334.98,0,0,0,2,0,0
481,S27-B-420-913,2013-12-11 10:10:00,2013-12-19 09:30:00,B-420-913,23.89709,52.74472,Perfect,7,830373.88,553369.03,0,0,0,10,0,0
482,S27-B-422-912,2013-12-10 12:05:00,2013-12-19 08:40:00,B-422-912,23.90074,52.7506,Perfect,8,830575.38,554039.05,2,0,0,0,0,0
483,S27-B-424-688,2013-12-11 11:25:00,2013-12-19 10:15:00,B-424-688,23.88579,52.73811,Perfect,7,829662.01,552582.79,1,0,0,2,0,0
484,S27-B-426-701,2013-12-09 09:20:00,2013-12-19 11:30:00,B-426-701,23.87233,52.7249,Perfect,10,828853.96,551053.56,0,0,1,6,0,0
485,S27-B-427-788,2013-12-09 09:50:00,2013-12-19 11:50:00,B-427-788,23.87788,52.72073,Perfect,10,829259.77,550615.7,0,0,0,13,0,0
486,S27-B-428-924,2013-12-05 09:32:00,2013-12-16 08:56:00,B-428-924,23.82625,52.82953,Perfect,10,824964.26,562467.91,0,0,0,6,0,0
487,S27-B-429-760,2013-12-05 10:27:00,2013-12-16 09:36:00,B-429-760,23.85206,52.84178,Perfect,10,826608.93,563946.01,0,0,0,1,0,0
488,S27-B-430-798,2013-12-05 11:09:00,2013-12-16 10:03:00,B-430-798,23.89607,52.86081,Acceptable,10,829425.09,566261.36,0,1,0,1,0,0
489,S27-B-431-674,2013-12-05 10:49:00,2013-12-16 09:53:00,B-431-674,23.87477,52.8594,Perfect,10,828003.55,566007.13,0,0,0,4,0,0
490,S27-B-432-706,2013-12-05 12:09:00,2013-12-16 10:52:00,B-432-706,23.87888,52.87372,Perfect,10,828171.65,567616.82,0,0,0,0,0,0
491,S27-B-433-673,2013-12-05 11:28:00,2013-12-16 10:19:00,B-433-673,23.91165,52.86649,Perfect,10,830429.44,566964.03,0,0,0,0,0,0
492,S27-B-434-927,2013-12-05 11:47:00,2013-12-16 10:32:00,B-434-927,23.905,52.87597,Perfect,10,829910.3,567986.6,0,0,0,0,0,0
493,S27-B-435-754,2013-12-05 10:12:00,2013-12-16 09:26:00,B-435-754,23.86,52.83334,Perfect,10,827206.59,563044.52,1,0,0,3,0,0
494,S27-B-436-708,2013-12-05 09:56:00,2013-12-16 09:14:00,B-436-708,23.84656,52.82792,Perfect,10,826342.99,562381.19,0,0,0,0,0,0
495,S27-B-437-782,2013-12-05 08:48:00,2013-12-16 08:40:00,B-437-782,23.8244,52.82053,Perfect,10,824907.02,561459.65,1,0,0,3,0,0
496,S27-B-438-929,2013-12-06 11:42:00,2013-12-17 09:48:00,B-438-929,23.72061,52.84708,Perfect,10,817727.34,563944.76,0,0,0,0,0,0
497,S27-B-439-794,2013-12-06 11:19:00,2013-12-17 09:31:00,B-439-794,23.70164,52.8636,Perfect,10,816330.99,565696.38,0,0,2,5,0,0
498,S27-B-441-700,2013-12-06 12:03:00,2013-12-17 10:00:00,B-441-700,23.69724,52.84399,Perfect,10,816177.83,563498.24,0,0,0,1,0,0
499,S27-B-442-900,2013-12-06 12:29:00,2013-12-17 10:18:00,B-442-900,23.68485,52.83643,Perfect,10,815399.2,562603.78,0,0,3,10,0,0
500,S27-B-443-741,2013-12-06 10:28:00,2013-12-17 09:08:00,B-443-741,23.64052,52.84851,Perfect,10,812329.72,563752.08,0,0,0,10,0,0
501,S27-B-444-772,2013-12-06 09:39:00,2013-12-17 08:55:00,B-444-772,23.63297,52.85636,Perfect,10,811765.53,564591.44,0,0,0,1,0,0
502,S27-B-445-734,2013-12-06 10:07:00,2013-12-17 08:39:00,B-445-734,23.64101,52.83805,Perfect,10,812437.87,562592.04,0,0,0,3,0,0
503,S27-B-446-921,2013-12-06 09:02:00,2013-12-17 08:20:00,B-446-921,23.63011,52.81909,Acceptable,10,811840.45,560438.07,0,0,0,1,0,0
504,S28-B-447-673,2013-12-19 07:47:00,2013-12-30 07:46:00,B-447-673,23.8526,52.67775,Good,10,827876.91,545725.27,1,1,0,1,0,0
505,S28-B-448-798,2013-12-19 08:08:00,2013-12-30 08:27:00,B-448-798,23.83625,52.67257,Perfect,11,826811.61,545075.38,0,1,2,0,0,0
506,S28-B-450-674,2013-12-19 08:45:00,2013-12-30 08:53:00,B-450-674,23.80767,52.65865,Perfect,11,824984.93,543399.42,0,1,0,0,0,0
507,S28-B-452-924,2013-12-19 10:55:00,2013-12-30 10:34:00,B-452-924,23.78465,52.67249,Perfect,10,823327.47,544833.3,0,0,0,0,0,0
508,S28-B-453-706,2013-12-19 08:27:00,2013-12-30 08:40:00,B-453-706,23.82564,52.66617,Perfect,11,826142.81,544316.2,0,0,0,0,0,0
